98,212.7735556
98.25,212.7752222
98.5,212.7768889
98.75,212.7756667
99,212.7744444
99.25,212.7732222
99.5,212.7694444
99.75,212.7656667
100,212.7618889
100.25,212.7581111
100.5,212.7558889
100.75,212.7536667
101,212.7532222
101.25,212.754
101.5,212.7547778
101.75,212.7566667
102,212.7542222
102.25,212.7517778
102.5,212.7475556
102.75,212.7426667
103,212.7397778
103.25,212.7368889
103.5,212.7333333
103.75,212.7297778
104,212.7262222
104.25,212.7274444
104.5,212.7286667
104.75,212.7316667
105,212.7343732
105.25,212.7347863
105.5,212.734906
105.75,212.7341766
106,212.7331538
106.25,212.7318376
106.5,212.7297835
106.75,212.7274359
107,212.7247949
107.25,212.7221538
107.5,212.7195128
107.75,212.7168718
108,212.7142308
108.25,212.7115897
108.5,212.7089487
108.75,212.7063077
109,212.7036667
109.25,212.7010256
109.5,212.6983846
109.75,212.6957436
110,212.6931026
110.25,212.6904615
110.5,212.6878205
110.75,212.6851795
111,212.6825385
111.25,212.6798974
111.5,212.6772564
111.75,212.6746154
112,212.6719744
112.25,212.6693333
112.5,212.6666923
112.75,212.6640513
113,212.6614103
113.25,212.6587692
113.5,212.6561282
113.75,212.6534872
114,212.6508462
114.25,212.6482051
114.5,212.6455641
114.75,212.6432165
115,212.6411624
115.25,212.6395128
115.5,212.6381567
115.75,212.6383162
116,212.6387692
116.25,212.6385801
116.5,212.6387143
116.75,212.6393333
117,212.6402
